paperId,group,status,ECCV title,arXiv title,arXiv URL,author matches,ECCV author count,title similarity,abstract characters,ECCV authors,arXiv authors
eccv-2026-3523,random,clear,Capacity Overflow: A Blind Spot for Backdoor Attacks in Vision MoE,Capacity Overflow: A Blind Spot for Backdoor Attacks in Vision MoE,https://arxiv.org/abs/2608.25371v1,4,4,1.0,1385,Xiaocheng Zou; Tiancheng Zheng; Xiaolin Xu; Ruyi Ding,Xiaocheng Zou; Tiancheng Zheng; Xiaolin Xu; Ruyi Ding
eccv-2026-4199,random,no_results,InstGS: Shared-Template Gaussian Instancing for Object-Redundancy-Free Rendering,,,,8,,0,Zi'ang Lu; Qian Zhang; Kang Du; Dong Liang; John Li; Xinyao Wei; Zeyu Wang; Jinyuan Jia,
eccv-2026-5783,random,clear,SciIR: A Large-scale Training Dataset and Benchmark for Scientific Image Reasoning Generation,SciIR: A Large-scale Training Dataset and Benchmark for Scientific Image Reasoning Generation,https://arxiv.org/abs/2606.30124v1,9,9,1.0,1584,Zhiyuan Ma; Zhengfeng Shi; Yuning An; Peize Li; Jiabao Wei; Ruijie Li; Junhao Xiao; Jianjun Li; Bowen Zhou,Zhiyuan Ma; Zhengfeng Shi; Yuning An; Peize Li; Jiabao Wei; Ruijie Li; Junhao Xiao; Jianjun Li; Bowen Zhou
eccv-2026-5272,random,no_results,HVA-Fusion:Hierarchical Velocity-Aware 4D Radar-LiDAR Fusion for Robust 3D Object Detection,,,,4,,0,Jingxian Wu; Lu Wang; Lisheng Xu; Jun Cheng,
eccv-2026-3974,random,no_results,Adaptive Noise Covariance Scheduling under Riemannian Metrics for Diffusion Models,,,,4,,0,Bolin Deng; Die Hu; Bin Tan; Jun Wu,
eccv-2026-5290,random,clear,No Place to Hide: Benchmarking Video Hallucination with Background-Controlled Pairs,No Place to Hide: Benchmarking Video Hallucination with Background-Controlled Pairs,https://arxiv.org/abs/2606.31933v1,8,9,1.0,1202,Haojian Huang; Harold Haodong Chen; Meng Luo; Junjia Du; Shanqing Xu; Ziheng Chen; Yanxiang Huang; Yinchuan Li; Yingcong Chen,Haojian Huang; Harold Haodong Chen; Meng Luo; Junjia Du; Shanqing Xu; Ziheng Chen; Yanxiang Huang; Yinchuan Li; Ying-Cong Chen
eccv-2026-5192,random,clear,Spectral Prior for Reducing Exposure Bias in Diffusion Models,Spectral Prior for Reducing Exposure Bias in Diffusion Models,https://arxiv.org/abs/2607.22091v1,5,5,1.0,1121,Yuya Kobayashi; Masato Ishii; Yuhta Takida; Takashi Shibuya; Yuki Mitsufuji,Yuya Kobayashi; Masato Ishii; Yuhta Takida; Takashi Shibuya; Yuki Mitsufuji
eccv-2026-4284,random,clear,AdaBoosting Text Prompts for Vision-Language Models,AdaBoosting Text Prompts for Vision-Language Models,https://arxiv.org/abs/2607.00684v4,5,5,1.0,1238,Seokhee Jin; Changhwan Sung; Sunung Mun; Hoyoung Kim; Jungseul Ok,Seokhee Jin; Changhwan Sung; Sunung Mun; Hoyoung Kim; Jungseul Ok
eccv-2026-5170,random,clear,OSVE: One Step Video Editing with One Step Diffusion Models,OSVE: One Step Video Editing with One Step Diffusion Models,https://arxiv.org/abs/2607.19895v1,2,2,1.0,1278,Habin Lim; Gyeong-Moon Park,Habin Lim; Gyeong-Moon Park
eccv-2026-3794,random,no_results,Safe Generalization: Mitigating Catastrophic Forgetting in Single-Source Multi-Organ Segmentation via Collaborative Causal Learning,,,,6,,0,Yucheng Song; Ruoxi Yu; Feng Shu; Cheng Huang; HaoKang Ding; Zhifang Liao,
eccv-2026-5315,challenge,no_results,D²R²OSR: Degradation-Disentangled Representation for Real-World Omnidirectional Image Super-Resolution,,,,6,,0,Hongyu An; Xinfeng Zhang; Xu Fan; Shijie Zhao; Li Zhang; Ruiqin Xiong,
eccv-2026-5092,challenge,clear,SAFE-Pruner: Semantic Attention–Guided Future-Aware Token Pruning for Efficient Vision-Language-Action Manipulation,SAFE-Pruner: Semantic Attention-Guided Future-Aware Token Pruning for Efficient Vision-Language-Action Manipulation,https://arxiv.org/abs/2605.29662v3,9,9,1.0,1263,Shilin Ma; Chubin Zhang; Changyuan Wang; Yuji Wang; Yue Wu; Zixuan Wang; Jingqi Tian; Zheng Zhu; Yansong Tang,Shilin Ma; Chubin Zhang; Changyuan Wang; Yuji Wang; Yue Wu; Zixuan Wang; Jingqi Tian; Zheng Zhu; Yansong Tang
eccv-2026-5738,challenge,clear,Unified and Efficient Point-Line Local Features,Unified and Efficient Point-Line Local Features,https://arxiv.org/abs/2608.19894v1,9,9,1.0,1137,François Costa; Raphael Kreft; Felix Möller; Hardik Shah; Ramanathan Rajaraman; Eckhard Goedeke; Shaohui Liu; Rémi Pautrat; Marc Pollefeys,François Costa; Raphael Kreft; Eckhard Goedeke; Felix Möller; Hardik Shah; Ramanathan Rajaraman; Shaohui Liu; Rémi Pautrat; Marc Pollefeys
eccv-2026-5361,challenge,clear,StarDojo: Benchmarking Open-Ended Behaviors of Agentic Multimodal LLMs in Production–Living Simulations with Stardew Valley,StarDojo: Benchmarking Open-Ended Behaviors of Agentic Multimodal LLMs in Production-Living Simulations with Stardew Valley,https://arxiv.org/abs/2507.07445v4,8,8,1.0,1590,Weihao Tan; Changjiu Jiang; Yu Duan; Mingcong Lei; Li JiaGeng; Yitian Hong; Xinrun Wang; Bo An,Weihao Tan; Changjiu Jiang; Yu Duan; Mingcong Lei; Jiageng Li; Yitian Hong; Xinrun Wang; Bo An
eccv-2026-4911,challenge,no_results,R3RECON: Radiance-Field-Free Active Reconstruction via Renderability,,,,4,,0,Xiaofeng Jin; Matteo Frosi; Yiran Guo; Matteo Matteucci,
eccv-2026-4876,challenge,clear,Reinforcing Video Reasoning with Focused Thinking,Reinforcing Video Reasoning with Focused Thinking,https://arxiv.org/abs/2505.24718v3,8,9,1.0,1474,Jisheng Dang; Jingze Wu; Teng Wang; Xuanhui Lin; Nannan Zhu; Hongbo Chen; WEISHI ZHENG; Meng Wang; Tat-Seng Chua,Jisheng Dang; Jingze Wu; Teng Wang; Xuanhui Lin; Nannan Zhu; Hongbo Chen; Wei-Shi Zheng; Meng Wang; Tat-Seng Chua
eccv-2026-3248,challenge,clear,Syn4D: A Multiview Synthetic 4D Dataset,Syn4D: A Multiview Synthetic 4D Dataset,https://arxiv.org/abs/2605.05207v2,11,11,1.0,966,Zeren Jiang; Yushi Lan; Yihang Luo; Yufan Deng; Zihang Lai; Edgar Sucar; Christian Rupprecht; Iro Laina; Diane Larlus; Chuanxia Zheng; Andrea Vedaldi,Zeren Jiang; Yushi Lan; Yihang Luo; Yufan Deng; Zihang Lai; Edgar Sucar; Christian Rupprecht; Iro Laina; Diane Larlus; Chuanxia Zheng; Andrea Vedaldi
eccv-2026-3497,challenge,clear,World Reconstruction From Inconsistent Views,World Reconstruction From Inconsistent Views,https://arxiv.org/abs/2603.16736v2,2,2,1.0,1110,Lukas Höllein; Matthias Niessner,Lukas Höllein; Matthias Nießner
eccv-2026-3232,challenge,clear,Vision Bridge Transformer at Scale,Vision Bridge Transformer at Scale,https://arxiv.org/abs/2511.23199v1,5,5,1.0,739,Zhenxiong Tan; Zeqing Wang; Xingyi Yang; Songhua Liu; Xinchao Wang,Zhenxiong Tan; Zeqing Wang; Xingyi Yang; Songhua Liu; Xinchao Wang
eccv-2026-5584,challenge,no_results,Mitigating Pose–Scale Discrepancy Bias and Reforming Multi-Support Reasoning for Few-Shot Semantic Segmentation,,,,2,,0,Shreya Biswas; Zhaozheng Yin,
eccv-2026-5681,challenge,no_results,OmniLife360: A Benchmark for 3D Reconstruction from In-the-Wild 360° Captures,,,,5,,0,Zonglin Zhao; Bowen Zhang; Yatai Li; Chao.Liang Chao.Liang; Zhipeng Zhang,
eccv-2026-4884,challenge,no_results,PDF-Omni: Poincaré Dual Disk Distortion Field-based Recurrent Update for Omnidirectional Stereo Matching,,,,3,,0,Yunseok Yang; Eunjin Son; Sang Lee,
eccv-2026-4866,challenge,clear,4DGS360: 360° Gaussian Reconstruction of Dynamic Objects from a Single Video,4DGS360: 360° Gaussian Reconstruction of Dynamic Objects from a Single Video,https://arxiv.org/abs/2603.21618v2,5,5,1.0,1140,Jae Won Jang; Yeonjin Chang; Wonsik Shin; Juhwan Cho; Nojun Kwak,Jae Won Jang; Yeonjin Chang; Wonsik Shin; Juhwan Cho; Nojun Kwak
eccv-2026-3531,challenge,clear,GeoDetect: Geometric Adversarial Detection for VLPs,GeoDetect: Geometric Adversarial Detection for VLPs,https://arxiv.org/abs/2607.14737v1,5,5,1.0,1340,Afsaneh Hasanebrahimi; Hanxun Huang; Christopher Leckie; James Bailey; Sarah Erfani,Afsaneh Hasanebrahimi; Hanxun Huang; Christopher Leckie; James Bailey; Sarah Erfani
eccv-2026-4917,challenge,clear,MOCHA: Multi-modal Objects-aware Cross-arcHitecture Alignment,MOCHA: Multi-modal Objects-aware Cross-arcHitecture Alignment,https://arxiv.org/abs/2509.14001v5,5,5,1.0,1135,Elena Camuffo; Francesco Barbato; Mete Ozay; Simone Milani; Umberto Michieli,Elena Camuffo; Francesco Barbato; Mete Ozay; Simone Milani; Umberto Michieli
eccv-2026-5250,challenge,clear,A Scalable Vector Graphics Latent Space,A Scalable Vector Graphics Latent Space,https://arxiv.org/abs/2608.21893v1,3,3,1.0,1277,Leonardo Zini; Elia Frigieri; Lorenzo Baraldi,Leonardo Zini; Elia Frigieri; Lorenzo Baraldi
eccv-2026-5620,challenge,no_results,Weather-Conditioned Depth Anything,,,,7,,0,Zhaoming Xu; Chan-Wei Hu; Kuan-Ru Huang; Zihao Zhu; Renjie Li; Yang Zhou; Zhengzhong Tu,
eccv-2026-4388,challenge,clear,SAM-MT: Real-Time Interactive Multi-Target Video Segmentation,SAM-MT: Real-Time Interactive Multi-Target Video Segmentation,https://arxiv.org/abs/2607.08688v1,3,3,1.0,1171,Ruiqi Shen; Chang Liu; Henghui Ding,Ruiqi Shen; Chang Liu; Henghui Ding
eccv-2026-5632,challenge,no_results,Don’t Mask Out the Background! Natural-Light Photometric Stereo via Illumination Reconstruction,,,,3,,0,Taiga Hashida; Hiroaki Santo; Fumio Okura,
eccv-2026-4964,challenge,no_results,Closing the Capacity–Convergence Gap: Globally Optimal Configuration of Implicit Neural Representations,,,,3,,0,Sipeng Chen; Yan Zhang; Shibo Li,
